order_id,distance_km,weather,traffic_level,restaurant_load,courier_experience_years,hour,weekday,delivery_time_min
2465,12.79,RAIN,low,low,4.3,16,1,42.7
2466,4.82,rain,low,high,7.9,0,3,32.8
2467,8.51,sunny,low,high,9.6,13,4,29.8
2468,1.75,sunny,medium,low,1.2,5,0,9.7
2469,10.04,RAIN,low,low,5.6,16,2,30.6
2470,11.32,Sunny,HIGH,medium,3.5,3,5,54.8
2471,5.33,sunny,low,low,2.6,5,6,5.0
2472,19.32,sunny,HIGH,low,5.3,0,1,63.9
2473,18.28,RAIN,medium,low,6.3,8,6,58.2
2474,14.72,snow,HIGH,high,0.6,3,6,87.9
2475,11.13,rain,HIGH,low,7.9,8,3,40.0
2476,17.53,sunny,HIGH,medium,8.3,8,3,65.8
2477,3.48,snow,low,medium,9.7,21,3,27.9
2478,16.02,Sunny,high,medium,2.2,12,2,69.6
2479,3.37,snow,HIGH,low,6.1,22,5,42.5
2480,16.09,RAIN,low,high,4.6,16,0,73.3
2481,6.24,Sunny,low,low,3.7,20,4,5.0
2482,17.66,Sunny,low,low,5.9,2,5,49.1
2483,18.94,snow,high,medium,7.9,5,4,90.3
2484,3.83,RAIN,high,low,0.7,19,6,36.5
2485,9.79,sunny,high,high,9.7,14,5,47.1
2486,19.64,snow,high,medium,8.2,13,1,88.3
2487,10.18,sunny,medium,high,7.6,12,0,44.1
2488,17.41,snow,high,high,7.7,8,0,88.1
2489,12.19,sunny,high,high,4.2,22,2,67.0
2490,8.13,snow,high,low,7.6,14,5,47.8
2491,6.43,Sunny,HIGH,low,4.2,13,3,19.0
2492,4.86,rain,HIGH,low,9.0,3,0,29.3
2493,15.47,Sunny,high,low,2.2,10,5,52.9
2494,8.34,sunny,medium,medium,3.3,21,3,27.1
2495,10.71,RAIN,HIGH,low,5.7,1,2,53.7
2496,10.35,Sunny,low,medium,3.5,15,6,38.5
2497,11.97,rain,HIGH,high,4.5,18,6,70.0
2498,17.45,sunny,low,medium,5.2,15,5,43.0
2499,19.63,Sunny,HIGH,low,8.6,6,5,66.2
2500,8.74,snow,high,medium,5.5,10,1,60.0
2501,16.72,RAIN,HIGH,low,3.9,11,5,77.4
2502,15.53,sunny,high,low,2.9,3,1,67.9
2503,11.9,Sunny,high,medium,4.4,15,3,44.9
2504,19.16,sunny,HIGH,medium,,15,6,85.4
2505,4.81,snow,low,high,7.6,6,3,32.5
2506,3.08,rain,low,high,1.6,12,6,29.6
2507,17.23,Sunny,HIGH,high,2.6,4,6,83.7
2508,9.34,sunny,high,high,4.1,0,0,49.5
2509,17.09,,low,high,3.9,4,2,57.5
2510,17.97,sunny,medium,medium,4.2,21,1,52.3
2511,2.19,rain,high,high,8.0,13,6,30.3
2512,17.79,sunny,HIGH,medium,3.6,10,0,67.0
2513,236.5171108564671,RAIN,high,high,5.3,1,4,66.1
2514,10.7,RAIN,medium,low,6.4,23,0,47.8
2515,12.91,sunny,medium,high,2.7,17,3,51.7
2516,18.6,RAIN,low,low,7.3,14,4,55.0
2517,1.36,,medium,medium,5.7,13,0,5.0
2518,10.06,RAIN,high,high,4.7,12,5,56.9
2519,14.07,sunny,low,medium,8.2,1,2,31.7
2520,14.73,snow,medium,high,2.8,18,1,74.5
2521,14.16,Sunny,,medium,8.9,7,5,38.5
2522,3.55,rain,low,high,5.8,21,4,25.5
2523,6.69,sunny,HIGH,high,6.3,16,6,40.6
2524,7.82,rain,low,low,8.8,14,2,24.9
2525,16.28,snow,low,medium,8.3,19,6,65.4
2526,6.3,rain,medium,medium,6.2,20,0,27.6
2527,5.0,sunny,high,medium,7.7,13,5,32.5
2528,19.19,sunny,high,medium,4.6,2,3,63.9
2529,1.17,snow,medium,medium,5.7,16,3,24.8
2530,19.96,sunny,high,low,1.1,2,2,82.2
2531,13.86,snow,low,high,,12,3,76.6
2532,16.74,snow,HIGH,low,8.4,17,1,66.1
2533,6.6,sunny,low,medium,1.1,0,6,17.6
2534,1.27,RAIN,low,medium,2.1,6,2,16.6
2535,15.02,snow,HIGH,high,,22,2,82.9
2536,16.85,sunny,medium,low,0.5,4,3,58.5
2537,15.07,RAIN,low,high,3.2,1,2,72.0
2538,3.71,snow,low,high,6.0,16,0,36.4
2539,15.32,RAIN,medium,low,6.2,20,4,53.0
2540,15.61,Sunny,low,high,7.9,9,5,47.2
2541,13.51,Sunny,low,low,5.3,3,4,33.4
2542,15.56,RAIN,high,low,5.3,8,6,60.2
2543,17.07,snow,medium,medium,7.4,20,5,74.5
2544,12.66,sunny,low,high,5.2,10,3,43.6
2545,2.68,rain,low,medium,6.3,11,1,20.6
2546,10.26,sunny,HIGH,high,9.0,11,1,55.2
2547,2.48,rain,HIGH,high,4.3,17,3,48.7
2548,8.74,rain,HIGH,medium,4.2,3,6,53.4
2549,8.74,snow,low,medium,0.5,8,3,55.7
2550,2.25,RAIN,low,medium,6.3,7,2,13.7
2551,7.63,sunny,HIGH,low,0.8,18,1,32.7
2552,3.11,RAIN,high,high,5.3,23,4,36.1
2553,16.36,Sunny,high,low,8.1,12,3,56.2
2554,19.01,snow,high,high,5.7,1,6,89.9
2555,2.37,snow,high,high,3.1,18,6,57.8
2556,19.15,Sunny,medium,low,8.0,13,4,51.1
2557,10.93,sunny,HIGH,low,3.1,4,5,42.6
2558,6.69,Sunny,low,high,7.5,9,4,29.4
2559,2.46,sunny,HIGH,medium,6.3,23,6,12.7
2560,10.51,rain,high,medium,2.1,16,1,59.9
2561,16.1,snow,low,medium,9.1,19,5,72.3
2562,14.43,sunny,medium,medium,2.4,15,4,51.0
2563,1.95,RAIN,HIGH,high,9.9,16,2,27.4
2564,2.39,RAIN,low,medium,0.6,0,2,21.7
2565,8.65,snow,low,medium,3.0,20,1,55.9
2566,6.61,Sunny,high,medium,2.4,21,2,35.1
2567,5.42,,high,high,0.6,14,3,37.8
2568,6.34,sunny,HIGH,low,7.5,16,5,22.7
2569,16.27,Sunny,medium,medium,7.1,10,1,45.3
2570,18.66,snow,low,high,8.0,21,5,70.1
2571,8.7,sunny,high,high,,4,6,56.4
2572,18.22,rain,HIGH,medium,4.7,3,4,86.3
2573,7.11,Sunny,high,low,6.8,20,3,30.3
2574,10.05,Sunny,HIGH,low,4.7,23,1,44.0
2575,5.29,sunny,high,low,7.1,8,4,20.3
2576,13.17,RAIN,medium,high,6.5,15,4,68.5
2577,19.6,Sunny,low,medium,1.6,11,4,60.7
2578,12.47,snow,high,medium,7.9,17,4,69.9
2579,7.8,Sunny,low,high,7.3,21,4,25.4
2580,13.31,rain,HIGH,medium,6.7,2,1,56.9
2581,3.34,Sunny,medium,medium,2.0,14,2,16.4
2582,17.88,RAIN,,low,3.0,17,4,71.2
2583,10.56,Sunny,high,medium,4.2,11,6,56.3
2584,9.54,sunny,low,medium,3.2,12,6,35.7
2585,12.13,Sunny,low,high,2.7,0,3,46.0
2586,12.87,RAIN,HIGH,high,8.2,3,1,66.5
2587,2.36,sunny,medium,low,6.6,7,0,12.7
2588,13.97,snow,medium,high,5.9,18,2,74.9
2589,5.6,sunny,low,low,2.6,20,3,17.6
2590,14.57,rain,low,low,9.2,20,6,39.9
2591,16.63,sunny,HIGH,medium,2.3,4,4,67.6
2592,16.28,snow,low,low,8.1,10,1,63.0
2593,11.5,Sunny,HIGH,medium,9.7,23,1,41.2
2594,10.88,,medium,low,7.4,23,4,30.5
2595,3.71,sunny,medium,high,9.9,16,6,15.7
2596,15.73,sunny,HIGH,high,6.7,16,3,71.7
2597,6.16,sunny,low,high,2.6,1,1,26.7
2598,10.44,snow,medium,low,2.4,23,5,62.2
2599,6.4,RAIN,high,low,3.6,0,6,39.6
2600,3.54,RAIN,HIGH,medium,0.6,3,6,45.8
2601,12.96,sunny,medium,medium,7.0,8,2,42.4
2602,2.03,snow,medium,medium,3.1,1,3,31.9
2603,15.22,snow,medium,medium,8.2,2,6,70.7
2604,7.03,sunny,high,low,3.9,5,4,37.2
2605,1.0,rain,high,low,5.1,12,6,14.6
2606,10.71,sunny,high,medium,9.7,14,3,43.1
2607,1.89,rain,low,low,,10,5,11.8
2608,6.25,sunny,,low,7.4,9,6,25.9
2609,14.43,rain,low,low,7.7,2,3,50.8
2610,2.19,rain,high,low,2.6,19,6,32.5
2611,16.95,,HIGH,medium,5.3,8,0,72.3
2612,1.07,rain,low,medium,3.8,9,4,17.0
2613,5.69,Sunny,low,low,7.8,20,2,5.5
2614,15.08,RAIN,low,high,6.4,22,4,50.4
2615,7.01,snow,high,medium,5.0,23,0,64.1
2616,2.94,rain,medium,medium,7.9,22,4,8.8
2617,7.84,rain,HIGH,high,2.7,11,4,68.2
2618,6.14,snow,high,medium,7.7,7,2,54.9
2619,17.01,rain,HIGH,high,8.7,20,0,90.4
2620,6.95,snow,high,high,8.8,20,4,61.6
2621,15.99,sunny,low,low,7.9,20,5,41.0
2622,17.95,Sunny,low,medium,4.4,16,6,54.6
2623,9.24,Sunny,medium,high,9.8,21,4,36.3
2624,18.29,RAIN,medium,low,4.1,4,1,61.3
2625,8.17,rain,HIGH,medium,6.6,23,4,48.0
2626,19.32,RAIN,medium,low,2.0,7,2,66.3
2627,2.7,sunny,medium,low,9.8,17,1,5.0
2628,14.05,Sunny,HIGH,high,7.2,10,5,63.4
2629,10.38,sunny,high,medium,7.7,21,6,43.8
2630,8.37,sunny,medium,low,1.1,9,5,28.3
2631,13.02,rain,high,high,7.8,14,5,66.6
2632,14.37,sunny,,high,7.9,5,0,51.4
2633,1.08,Sunny,medium,low,6.9,18,5,5.0
2634,4.17,RAIN,low,low,3.3,16,3,19.9
2635,14.55,Sunny,low,high,5.2,22,2,47.7
2636,13.66,rain,high,low,1.5,9,0,67.5
2637,19.35,Sunny,HIGH,low,5.0,4,1,63.2
2638,15.46,snow,medium,medium,2.8,15,3,72.4
2639,19.06,RAIN,high,high,3.8,11,0,93.1
2640,14.35,snow,HIGH,low,2.0,20,2,81.4
2641,6.66,snow,low,high,2.7,23,1,45.7
2642,3.0,rain,medium,medium,1.2,4,2,24.6
2643,15.85,sunny,low,high,9.2,20,2,41.7
2644,13.24,snow,low,high,,0,1,70.7
2645,1.92,Sunny,medium,high,4.3,1,5,18.9
2646,7.84,sunny,HIGH,medium,5.6,4,4,40.9
2647,19.18,Sunny,HIGH,medium,6.5,22,2,73.4
2648,10.51,Sunny,medium,high,9.3,18,5,44.3
2649,9.22,,medium,high,2.2,14,6,45.0
2650,9.7,sunny,high,medium,3.3,0,1,43.6
2651,4.97,Sunny,high,low,9.8,10,2,19.3
2652,8.01,rain,low,medium,4.0,17,4,38.3
2653,8.03,RAIN,medium,high,0.7,2,6,51.5
2654,1.99,RAIN,HIGH,low,1.9,8,1,29.1
2655,15.58,rain,low,low,0.8,23,0,49.1
2656,8.91,sunny,low,low,9.9,3,0,8.5
2657,16.62,Sunny,low,medium,3.1,23,5,44.8
2658,17.16,RAIN,low,medium,9.3,12,0,58.8
2659,5.03,Sunny,HIGH,medium,10.0,8,3,28.8
2660,13.49,rain,low,medium,6.2,2,2,42.9
2661,9.97,Sunny,medium,high,0.8,15,2,49.8
2662,17.72,rain,high,low,1.3,21,1,78.8
2663,5.1,sunny,HIGH,high,5.1,7,3,37.2
2664,13.88,rain,medium,medium,4.4,6,2,66.4
2665,12.55,rain,medium,medium,6.3,22,1,44.8
2666,6.61,RAIN,medium,high,4.7,16,4,42.3
2667,3.6,Sunny,high,low,9.4,15,2,5.0
2668,13.38,RAIN,high,low,5.6,20,5,60.1
2669,15.03,snow,,medium,7.1,21,2,74.9
2670,7.0,rain,medium,medium,9.0,17,4,22.3
2671,13.25,snow,high,medium,1.9,15,4,82.4
2672,8.51,RAIN,low,medium,2.7,14,2,38.5
2673,14.55,Sunny,high,low,1.5,1,4,55.3
2674,4.79,RAIN,HIGH,high,1.8,19,1,57.8
2675,17.91,Sunny,medium,low,5.4,3,2,48.3
2676,6.46,Sunny,medium,high,3.6,4,2,38.3
2677,7.99,sunny,low,medium,4.5,6,0,29.5
2678,2.1,,high,medium,9.8,14,5,23.7
2679,3.12,RAIN,high,high,2.0,16,2,47.0
2680,10.8,,HIGH,medium,5.6,9,6,56.1
2681,6.08,RAIN,low,low,1.4,19,0,21.5
2682,16.87,RAIN,HIGH,medium,3.5,8,4,81.2
2683,1.28,Sunny,HIGH,medium,5.5,15,5,19.6
2684,8.2,snow,medium,medium,9.5,23,5,51.6
2685,7.41,rain,medium,medium,4.2,2,4,39.0
2686,1.37,rain,high,low,1.1,21,1,31.2
2687,3.36,sunny,high,high,4.2,8,0,27.0
2688,8.86,sunny,HIGH,medium,1.9,7,2,35.6
2689,10.36,sunny,high,medium,2.7,22,0,44.6
2690,8.68,rain,HIGH,low,6.4,6,4,41.2
2691,11.09,snow,high,low,1.1,16,4,65.2
2692,12.31,rain,high,low,4.9,4,6,61.5
2693,1.19,rain,medium,medium,6.3,6,1,16.0
2694,9.82,rain,medium,high,4.5,12,5,54.2
2695,19.31,rain,medium,low,0.7,17,5,72.8
2696,10.86,snow,medium,low,9.9,21,4,42.5
2697,13.87,sunny,low,low,4.0,13,0,36.7
2698,6.93,RAIN,medium,high,7.9,17,5,46.6
2699,15.71,sunny,low,medium,3.6,2,6,51.3
2700,15.69,sunny,medium,medium,5.0,16,6,56.0
2701,10.9,RAIN,high,medium,4.2,18,2,61.3
2702,19.54,rain,HIGH,low,3.8,6,2,87.3
2703,3.39,,high,medium,0.7,20,0,46.1
2704,1.32,snow,high,low,3.9,3,1,46.8
2705,15.63,sunny,low,high,9.0,14,2,56.1
2706,16.34,RAIN,medium,high,7.1,23,0,76.4
2707,3.28,Sunny,HIGH,medium,1.9,7,0,36.1
2708,6.05,rain,HIGH,low,6.1,15,4,41.0
2709,1.33,sunny,medium,low,9.0,0,5,5.0
2710,6.57,snow,low,medium,7.2,15,4,32.4
2711,15.69,RAIN,low,high,1.9,1,5,73.3
2712,10.84,RAIN,low,high,8.7,1,1,50.0
2713,7.61,sunny,HIGH,high,3.4,7,1,53.2
2714,8.06,Sunny,low,high,4.8,11,1,33.7
2715,1.03,snow,low,high,5.5,10,0,24.9
2716,6.7,sunny,HIGH,medium,8.6,5,0,31.2
2717,13.28,Sunny,,medium,9.4,18,4,54.3
2718,19.51,RAIN,high,medium,9.3,17,2,78.1
2719,17.09,rain,HIGH,high,0.6,4,6,90.5
2720,1.45,snow,medium,high,9.3,14,5,33.3
2721,18.07,snow,,medium,1.0,7,5,92.4
2722,15.88,Sunny,HIGH,medium,3.0,5,1,62.0
2723,15.83,sunny,low,high,5.4,11,5,66.6
2724,9.7,RAIN,high,low,5.1,18,3,55.8
2725,8.56,Sunny,low,medium,6.2,11,1,30.6
2726,6.76,rain,high,high,5.1,11,6,56.2
2727,2.25,rain,low,high,9.4,8,5,15.4
2728,5.34,rain,medium,medium,2.8,23,4,39.1
2729,5.69,Sunny,low,low,3.1,9,5,18.9
2730,10.2,RAIN,low,high,9.2,21,0,42.8
2731,15.2,snow,medium,medium,1.2,16,4,70.8
2732,10.0,sunny,medium,high,6.3,17,4,44.6
2733,2.1,snow,HIGH,high,7.0,15,4,53.2
2734,19.2,RAIN,low,high,5.3,3,3,73.0
2735,18.91,snow,medium,high,7.1,17,3,90.9
2736,15.92,Sunny,medium,low,2.1,2,5,45.7
2737,19.84,rain,HIGH,medium,8.6,15,1,75.5
2738,11.35,RAIN,high,medium,1.8,13,5,64.9
2739,19.29,RAIN,medium,medium,4.3,23,5,70.6
2740,2.44,snow,medium,medium,1.2,8,5,40.0
2741,7.95,Sunny,low,medium,5.7,5,6,15.9
2742,5.28,snow,HIGH,low,6.9,3,0,38.3
2743,4.72,snow,low,high,9.4,1,4,43.0
2744,3.68,RAIN,high,high,7.5,22,2,45.5
2745,12.83,snow,HIGH,medium,5.6,9,6,75.9
2746,15.85,rain,low,high,9.4,10,1,59.0
2747,11.99,snow,medium,high,5.0,6,1,70.0
2748,3.79,rain,medium,high,5.8,4,4,33.3
2749,16.41,RAIN,HIGH,medium,,3,1,85.5
2750,13.08,Sunny,medium,medium,4.4,5,4,47.5
2751,8.38,rain,low,low,8.5,1,1,21.1
2752,13.81,Sunny,HIGH,medium,2.3,1,5,60.3
2753,5.94,Sunny,medium,low,5.8,15,0,7.5
2754,7.56,rain,medium,medium,7.4,22,6,26.3
2755,18.43,RAIN,high,high,9.1,22,6,91.7
2756,6.52,sunny,high,low,8.9,12,1,25.2
2757,9.93,Sunny,HIGH,low,5.3,20,6,36.2
2758,17.91,Sunny,high,low,6.6,6,1,60.7
2759,14.45,RAIN,low,medium,4.2,4,2,54.8
2760,2.18,RAIN,medium,low,4.9,16,6,16.0
2761,3.8,snow,medium,medium,9.1,12,0,38.2
2762,1.15,RAIN,,low,9.3,14,6,10.0
2763,12.99,Sunny,HIGH,medium,9.0,2,5,48.1
2764,9.51,rain,HIGH,low,1.8,22,0,42.6
2765,3.55,sunny,high,high,8.6,3,6,25.3
2766,19.2,snow,medium,high,9.5,14,0,90.0
2767,11.06,rain,medium,low,3.9,17,6,51.3
2768,5.6,sunny,medium,medium,5.4,2,1,17.9
2769,10.51,sunny,medium,medium,7.9,6,3,28.9
2770,13.91,sunny,medium,medium,5.8,7,1,44.6
2771,2.45,rain,low,high,9.9,10,4,29.4
2772,6.22,snow,medium,high,4.8,21,6,53.6
2773,16.33,snow,low,high,7.3,8,2,71.4
2774,9.73,sunny,medium,medium,8.0,19,0,29.8
2775,11.38,rain,HIGH,medium,5.2,11,4,57.3
2776,9.22,sunny,HIGH,medium,8.6,4,5,42.9
2777,1.83,RAIN,low,low,5.7,0,4,18.4
2778,4.15,snow,medium,low,4.4,13,3,32.8
2779,9.47,Sunny,HIGH,low,1.5,2,6,47.1
2780,4.97,sunny,HIGH,high,4.2,14,0,33.1
2781,1.95,RAIN,medium,high,7.5,9,1,38.6
2782,17.03,snow,medium,medium,9.3,9,0,65.2
2783,19.64,rain,HIGH,low,2.9,23,2,86.5
2784,16.07,snow,medium,medium,3.9,2,0,77.2
2785,17.22,rain,high,low,2.0,5,4,68.0
2786,5.6,rain,medium,low,7.1,4,4,27.5
2787,19.25,sunny,HIGH,medium,9.6,23,1,68.1
2788,4.74,sunny,HIGH,medium,6.6,18,1,23.7
2789,19.08,snow,low,low,6.4,13,1,69.6
2790,19.9,RAIN,high,low,5.8,16,5,69.5
2791,14.52,snow,HIGH,high,1.3,11,6,89.6
2792,19.64,Sunny,high,medium,7.4,8,2,67.2
2793,11.82,rain,medium,medium,6.2,2,5,49.1
2794,5.93,rain,HIGH,medium,6.8,17,5,33.0
2795,9.3,sunny,low,medium,9.0,3,5,15.1
2796,12.28,RAIN,HIGH,low,7.9,13,0,48.1
2797,2.39,sunny,low,high,7.9,23,3,12.5
2798,12.82,Sunny,high,medium,9.3,5,6,44.4
2799,19.64,snow,low,low,9.9,14,0,69.3
2800,4.61,snow,medium,low,6.0,16,1,35.1
2801,16.06,RAIN,medium,low,1.5,23,2,57.2
2802,18.25,sunny,medium,low,4.9,4,5,60.8
2803,18.93,sunny,HIGH,low,8.0,5,0,60.7
2804,19.24,Sunny,medium,medium,0.8,20,6,77.9
2805,10.91,snow,medium,medium,1.0,4,4,62.2
2806,19.57,sunny,HIGH,high,1.1,18,6,81.8
2807,15.39,RAIN,high,medium,7.4,13,5,75.4
2808,4.07,snow,medium,low,5.3,3,6,25.6
2809,10.06,Sunny,medium,high,4.0,4,0,51.1
2810,14.65,RAIN,HIGH,low,1.5,10,4,67.8
2811,5.7,rain,high,low,7.5,1,0,30.3
2812,13.17,Sunny,high,medium,3.5,21,0,53.5
2813,13.67,RAIN,high,low,3.0,1,5,62.0
2814,4.09,sunny,,medium,6.7,19,0,29.6
2815,11.74,rain,low,low,5.8,11,1,38.1
2816,15.66,Sunny,low,high,3.9,15,6,64.7
2817,10.48,sunny,medium,low,6.6,16,4,22.6
2818,1.23,,medium,medium,3.1,3,2,21.5
2819,1.17,snow,medium,low,8.1,13,3,24.3
2820,7.78,sunny,low,medium,2.7,6,6,21.1
2821,18.6,RAIN,HIGH,medium,2.0,14,5,90.6
2822,5.34,Sunny,medium,high,7.9,15,4,26.6
2823,13.05,rain,HIGH,medium,7.2,7,1,63.1
2824,5.22,sunny,medium,high,2.2,1,4,31.3
2825,7.11,snow,HIGH,high,1.6,18,2,63.4
2826,17.11,Sunny,HIGH,low,8.5,0,5,55.7
2827,14.85,Sunny,low,high,7.9,22,4,47.3
2828,2.81,sunny,HIGH,medium,3.6,3,6,33.7
2829,9.15,snow,high,medium,6.8,23,1,63.8
2830,1.55,rain,low,high,1.7,20,5,27.8
2831,10.14,sunny,medium,low,5.3,21,1,35.6
2832,13.59,rain,low,high,0.7,10,5,64.6
2833,3.25,Sunny,high,high,4.2,9,3,38.2
2834,6.49,rain,high,medium,1.2,17,2,55.9
2835,8.56,,HIGH,low,5.0,0,3,53.3
2836,18.47,RAIN,high,low,4.5,16,6,77.2
2837,19.87,snow,high,low,4.7,15,6,86.8
2838,1.85,rain,high,low,,11,6,35.2
2839,15.46,sunny,,medium,,15,0,63.6
2840,8.06,Sunny,medium,low,7.7,8,6,26.8
2841,8.46,RAIN,medium,low,4.0,16,1,36.6
2842,15.33,sunny,low,low,7.3,2,3,50.0
2843,18.45,sunny,HIGH,medium,4.0,17,1,69.0
2844,19.07,snow,medium,medium,4.5,14,5,88.1
2845,11.97,rain,high,low,,14,1,53.6
2846,7.79,,HIGH,medium,9.5,15,0,52.8
2847,15.96,rain,medium,high,1.5,19,1,66.6
2848,5.77,snow,low,low,0.8,0,5,36.7
2849,11.72,sunny,high,medium,6.3,0,5,44.7
2850,7.81,Sunny,HIGH,low,9.5,3,3,25.5
2851,13.48,rain,medium,low,9.9,12,6,38.9
2852,5.57,RAIN,HIGH,medium,5.1,3,2,38.6
2853,4.64,RAIN,medium,high,4.9,22,4,32.7
2854,18.45,sunny,low,low,6.6,7,3,42.1
2855,2.93,snow,high,high,5.8,12,0,43.9
2856,10.61,snow,low,medium,6.5,23,4,52.9
2857,5.2,sunny,high,low,8.8,7,1,20.1
2858,1.74,RAIN,high,medium,7.6,13,3,31.6
2859,1.68,RAIN,HIGH,medium,5.2,0,4,28.8
2860,4.33,snow,medium,medium,4.9,8,6,35.8
2861,17.47,rain,low,medium,6.6,23,6,61.1
2862,6.37,,low,low,4.8,0,3,16.9
2863,19.06,rain,low,high,4.8,6,6,77.9
2864,12.05,RAIN,HIGH,high,0.7,19,1,75.4
2865,9.3,rain,HIGH,low,2.2,12,5,53.6
2866,12.02,Sunny,HIGH,low,5.1,14,3,45.0
2867,10.82,rain,high,high,8.3,8,0,59.5
2868,15.42,rain,low,high,3.1,15,4,72.1
2869,6.37,,high,low,5.5,16,4,31.3
2870,7.71,rain,low,medium,3.8,8,4,28.5
2871,17.99,sunny,low,low,1.5,5,3,52.0
2872,18.98,RAIN,medium,high,9.6,19,1,75.8
2873,17.96,Sunny,low,medium,8.6,11,3,51.7
2874,8.97,,HIGH,high,-5.0,15,3,63.8
2875,15.83,sunny,HIGH,medium,7.3,20,6,67.5
2876,10.05,sunny,HIGH,high,3.8,14,5,48.1
2877,10.45,sunny,medium,medium,10.0,6,4,32.0
2878,4.89,sunny,medium,low,3.4,9,1,19.4
2879,12.23,rain,high,low,2.8,3,2,65.3
2880,4.54,RAIN,low,medium,,23,1,30.2
2881,7.3,,low,medium,8.4,2,6,33.3
2882,17.25,Sunny,HIGH,low,2.3,17,3,65.8
2883,4.93,sunny,HIGH,low,7.2,0,0,20.1
2884,2.35,,,medium,1.1,12,1,37.6
2885,2.31,sunny,HIGH,medium,-5.0,21,4,23.6
2886,18.87,sunny,HIGH,low,1.3,17,0,79.5
2887,10.63,sunny,HIGH,high,9.2,7,2,52.2
2888,8.78,sunny,low,low,5.2,10,2,10.2
2889,16.41,sunny,medium,medium,4.8,9,0,47.1
2890,16.88,Sunny,HIGH,medium,9.7,3,6,60.8
2891,7.31,RAIN,low,high,9.9,3,2,40.0
2892,14.18,sunny,HIGH,low,6.7,3,0,45.6
2893,15.65,sunny,high,medium,1.7,11,3,66.0
2894,13.44,sunny,high,low,5.3,7,0,57.0
2895,3.88,sunny,low,medium,5.5,12,3,10.1
2896,17.64,rain,medium,high,5.4,7,6,85.2
2897,11.24,rain,high,low,5.9,20,4,49.5
2898,6.37,snow,high,low,0.7,2,4,57.8
2899,9.08,sunny,medium,high,7.3,11,2,38.9
2900,1.71,snow,high,medium,7.3,17,5,42.3
2901,3.43,Sunny,HIGH,medium,1.6,14,5,40.4
2902,15.55,snow,medium,low,5.9,13,0,66.7
2903,1.0,RAIN,high,high,5.9,8,6,42.2
2904,8.91,rain,medium,low,7.0,4,3,28.9
2905,10.93,rain,HIGH,low,1.3,14,4,51.6
2906,2.04,sunny,high,medium,6.5,7,6,12.2
2907,19.49,sunny,low,medium,3.2,22,4,56.4
2908,5.3,Sunny,high,medium,5.3,2,4,39.1
2909,6.78,,high,medium,7.8,11,2,34.6
2910,6.77,RAIN,HIGH,medium,7.2,4,4,42.3
2911,5.38,,low,high,1.6,8,5,30.2
2912,1.03,sunny,low,low,6.1,19,1,5.0
2913,14.86,Sunny,low,high,9.7,2,2,51.8
2914,19.37,Sunny,HIGH,low,2.0,22,0,71.8
2915,5.26,Sunny,HIGH,medium,8.6,7,1,34.4
2916,13.6,rain,HIGH,high,7.2,20,2,67.3
2917,15.1,snow,HIGH,low,7.9,12,6,69.1
2918,17.12,snow,HIGH,medium,3.2,7,2,95.4
2919,9.03,sunny,low,medium,3.2,4,3,35.0
2920,6.76,rain,medium,high,9.1,6,1,41.2
2921,7.18,Sunny,HIGH,high,3.9,4,1,44.1
2922,14.54,sunny,medium,high,1.1,8,5,66.2
2923,16.52,rain,high,medium,6.2,4,1,69.6
2924,4.45,RAIN,high,low,1.7,7,4,42.2
2925,8.05,rain,HIGH,low,8.1,11,5,47.0
2926,18.14,sunny,high,high,6.6,3,6,73.6
2927,16.33,snow,medium,low,8.8,8,4,76.4
2928,19.71,Sunny,high,medium,8.0,21,5,66.5
2929,15.33,RAIN,high,low,1.6,21,0,68.1
2930,8.47,rain,medium,medium,4.1,13,6,41.4
2931,12.22,sunny,high,high,7.9,18,5,56.7
2932,13.56,sunny,HIGH,low,4.5,12,0,57.4
2933,2.49,Sunny,medium,medium,9.7,2,5,10.0
2934,11.35,sunny,medium,high,7.5,3,0,40.9
2935,14.48,sunny,low,high,0.6,0,4,58.3
2936,4.18,Sunny,low,high,8.9,21,6,20.2
2937,15.83,RAIN,,high,1.5,0,6,78.3
2938,12.09,snow,,low,1.8,10,5,65.2
2939,19.09,snow,low,medium,7.5,15,3,75.7
2940,1.81,rain,HIGH,low,8.7,3,5,24.0
2941,6.04,RAIN,high,medium,5.6,6,0,42.7
2942,12.43,rain,high,high,3.2,11,6,70.2
2943,6.63,snow,high,low,,5,2,44.6
2944,14.57,Sunny,medium,high,3.8,23,4,67.0
2945,15.42,sunny,,medium,3.6,19,3,56.4
2946,2.95,snow,low,high,2.8,8,2,41.8
2947,10.76,RAIN,HIGH,low,6.3,7,2,51.8
2948,10.67,snow,HIGH,low,9.1,13,4,51.2
2949,8.02,RAIN,high,medium,3.4,14,5,56.5
2950,18.73,RAIN,low,medium,2.3,20,1,63.7
2951,16.72,RAIN,HIGH,low,8.5,21,3,62.1
2952,14.25,rain,low,low,7.5,4,5,48.6
2953,14.57,Sunny,medium,low,9.3,14,4,31.0
2954,9.77,snow,high,low,2.1,5,1,65.9
2955,18.5,Sunny,low,medium,1.9,0,4,65.8
2956,14.2,sunny,medium,low,5.6,19,4,46.2
2957,14.85,snow,medium,medium,6.3,8,2,70.9
2958,17.37,Sunny,medium,low,5.1,3,6,46.8
2959,6.21,Sunny,HIGH,low,6.2,1,5,21.2
